PatchID,NAVD88ELEV,time-point,inundation-level
2280,14.59,2003-09-11T00:00:00.000+04:00,0
2562,14.59,2003-09-11T00:00:00.000+04:00,0
2563,14.28,2003-09-11T00:00:00.000+04:00,0
2564,14.23,2003-09-11T00:00:00.000+04:00,0
2565,14.32,2003-09-11T00:00:00.000+04:00,0
2566,14.43,2003-09-11T00:00:00.000+04:00,0
2567,14.42,2003-09-11T00:00:00.000+04:00,0
2568,13.78,2003-09-11T00:00:00.000+04:00,0
2569,13.35,2003-09-11T00:00:00.000+04:00,0
2570,13.32,2003-09-11T00:00:00.000+04:00,0
2571,13.26,2003-09-11T00:00:00.000+04:00,0
2572,12.99,2003-09-11T00:00:00.000+04:00,0
2573,13.32,2003-09-11T00:00:00.000+04:00,0
2574,13.05,2003-09-11T00:00:00.000+04:00,0
2575,12.92,2003-09-11T00:00:00.000+04:00,0
2576,12.88,2003-09-11T00:00:00.000+04:00,0
2577,13.07,2003-09-11T00:00:00.000+04:00,0
2578,13.39,2003-09-11T00:00:00.000+04:00,0
2845,14.32,2003-09-11T00:00:00.000+04:00,0
2846,14.32,2003-09-11T00:00:00.000+04:00,0
2847,14.4,2003-09-11T00:00:00.000+04:00,0
2848,14.55,2003-09-11T00:00:00.000+04:00,0
2849,14.43,2003-09-11T00:00:00.000+04:00,0
2850,14.09,2003-09-11T00:00:00.000+04:00,0
2851,13.71,2003-09-11T00:00:00.000+04:00,0
2852,13.57,2003-09-11T00:00:00.000+04:00,0
2853,13.23,2003-09-11T00:00:00.000+04:00,0
2854,13.11,2003-09-11T00:00:00.000+04:00,0
2855,13.11,2003-09-11T00:00:00.000+04:00,0
2856,13.16,2003-09-11T00:00:00.000+04:00,0
2857,12.99,2003-09-11T00:00:00.000+04:00,0
2858,13.51,2003-09-11T00:00:00.000+04:00,0
2859,13.16,2003-09-11T00:00:00.000+04:00,0
2860,13.31,2003-09-11T00:00:00.000+04:00,0
2861,13.58,2003-09-11T00:00:00.000+04:00,0
3128,14.52,2003-09-11T00:00:00.000+04:00,0
3129,14.65,2003-09-11T00:00:00.000+04:00,0
3130,14.45,2003-09-11T00:00:00.000+04:00,0
3131,14.48,2003-09-11T00:00:00.000+04:00,0
3132,14.2,2003-09-11T00:00:00.000+04:00,0
3133,13.86,2003-09-11T00:00:00.000+04:00,0
3134,13.8,2003-09-11T00:00:00.000+04:00,0
3135,13.22,2003-09-11T00:00:00.000+04:00,0
3136,12.93,2003-09-11T00:00:00.000+04:00,0
3137,12.9,2003-09-11T00:00:00.000+04:00,0
3138,13.39,2003-09-11T00:00:00.000+04:00,0
3139,13.36,2003-09-11T00:00:00.000+04:00,0
3140,12.89,2003-09-11T00:00:00.000+04:00,0
3141,12.8,2003-09-11T00:00:00.000+04:00,0
3142,13.13,2003-09-11T00:00:00.000+04:00,0
2862,13.71,2003-09-11T00:00:00.000+04:00,0
3143,13.58,2003-09-11T00:00:00.000+04:00,0
3144,13.57,2003-09-11T00:00:00.000+04:00,0
3410,14.66,2003-09-11T00:00:00.000+04:00,0
3411,14.58,2003-09-11T00:00:00.000+04:00,0
3412,14.4,2003-09-11T00:00:00.000+04:00,0
3413,14.39,2003-09-11T00:00:00.000+04:00,0
3414,14.17,2003-09-11T00:00:00.000+04:00,0
3415,13.73,2003-09-11T00:00:00.000+04:00,0
3416,13.6,2003-09-11T00:00:00.000+04:00,0
3417,13.38,2003-09-11T00:00:00.000+04:00,0
3418,12.8,2003-09-11T00:00:00.000+04:00,0
3419,12.88,2003-09-11T00:00:00.000+04:00,0
3420,13.2,2003-09-11T00:00:00.000+04:00,0
3421,13.72,2003-09-11T00:00:00.000+04:00,0
3422,13.14,2003-09-11T00:00:00.000+04:00,0
3423,12.89,2003-09-11T00:00:00.000+04:00,0
3424,13.11,2003-09-11T00:00:00.000+04:00,0
3425,13.01,2003-09-11T00:00:00.000+04:00,0
3426,13.21,2003-09-11T00:00:00.000+04:00,0
3692,14.63,2003-09-11T00:00:00.000+04:00,0
3693,14.28,2003-09-11T00:00:00.000+04:00,0
3694,14.22,2003-09-11T00:00:00.000+04:00,0
3695,14.25,2003-09-11T00:00:00.000+04:00,0
3696,14.07,2003-09-11T00:00:00.000+04:00,0
3697,13.57,2003-09-11T00:00:00.000+04:00,0
3698,13.54,2003-09-11T00:00:00.000+04:00,0
3699,13.53,2003-09-11T00:00:00.000+04:00,0
3700,13.03,2003-09-11T00:00:00.000+04:00,0
3701,12.64,2003-09-11T00:00:00.000+04:00,0
3702,12.79,2003-09-11T00:00:00.000+04:00,0
3703,13.41,2003-09-11T00:00:00.000+04:00,0
3704,13.23,2003-09-11T00:00:00.000+04:00,0
3705,13.31,2003-09-11T00:00:00.000+04:00,0
3706,12.98,2003-09-11T00:00:00.000+04:00,0
3707,12.42,2003-09-11T00:00:00.000+04:00,0
3427,13.28,2003-09-11T00:00:00.000+04:00,0
3708,12.5,2003-09-11T00:00:00.000+04:00,0
3709,13,2003-09-11T00:00:00.000+04:00,0
3974,14.45,2003-09-11T00:00:00.000+04:00,0
3975,14.28,2003-09-11T00:00:00.000+04:00,0
3976,14.17,2003-09-11T00:00:00.000+04:00,0
3977,14.19,2003-09-11T00:00:00.000+04:00,0
3978,13.9,2003-09-11T00:00:00.000+04:00,0
3979,13.57,2003-09-11T00:00:00.000+04:00,0
3980,13.5,2003-09-11T00:00:00.000+04:00,0
3981,13.62,2003-09-11T00:00:00.000+04:00,0
3982,13.21,2003-09-11T00:00:00.000+04:00,0
3983,12.8,2003-09-11T00:00:00.000+04:00,0
3984,12.64,2003-09-11T00:00:00.000+04:00,0
3985,13.23,2003-09-11T00:00:00.000+04:00,0
3986,13.36,2003-09-11T00:00:00.000+04:00,0
3987,13.34,2003-09-11T00:00:00.000+04:00,0
3988,12.85,2003-09-11T00:00:00.000+04:00,0
3989,12.41,2003-09-11T00:00:00.000+04:00,0
3990,12.15,2003-09-11T00:00:00.000+04:00,0
3991,13.04,2003-09-11T00:00:00.000+04:00,0
4256,14.47,2003-09-11T00:00:00.000+04:00,0
4257,14.29,2003-09-11T00:00:00.000+04:00,0
4258,14.22,2003-09-11T00:00:00.000+04:00,0
4259,14.25,2003-09-11T00:00:00.000+04:00,0
4260,13.89,2003-09-11T00:00:00.000+04:00,0
4261,13.43,2003-09-11T00:00:00.000+04:00,0
4262,13.42,2003-09-11T00:00:00.000+04:00,0
4263,13.59,2003-09-11T00:00:00.000+04:00,0
4264,13.38,2003-09-11T00:00:00.000+04:00,0
4265,13.05,2003-09-11T00:00:00.000+04:00,0
4266,13.66,2003-09-11T00:00:00.000+04:00,0
4267,13.06,2003-09-11T00:00:00.000+04:00,0
4268,12.66,2003-09-11T00:00:00.000+04:00,0
4269,12.79,2003-09-11T00:00:00.000+04:00,0
4270,12.73,2003-09-11T00:00:00.000+04:00,0
4271,12.18,2003-09-11T00:00:00.000+04:00,0
4272,12.14,2003-09-11T00:00:00.000+04:00,0
4273,12.86,2003-09-11T00:00:00.000+04:00,0
4536,14.49,2003-09-11T00:00:00.000+04:00,0
4537,14.59,2003-09-11T00:00:00.000+04:00,0
4538,14.6,2003-09-11T00:00:00.000+04:00,0
4539,14.29,2003-09-11T00:00:00.000+04:00,0
4540,14.27,2003-09-11T00:00:00.000+04:00,0
4541,14.23,2003-09-11T00:00:00.000+04:00,0
4542,13.73,2003-09-11T00:00:00.000+04:00,0
4543,13.28,2003-09-11T00:00:00.000+04:00,0
4544,13.15,2003-09-11T00:00:00.000+04:00,0
4545,13.22,2003-09-11T00:00:00.000+04:00,0
4546,13.33,2003-09-11T00:00:00.000+04:00,0
4547,13.29,2003-09-11T00:00:00.000+04:00,0
4548,13.51,2003-09-11T00:00:00.000+04:00,0
4549,12.74,2003-09-11T00:00:00.000+04:00,0
4550,12.66,2003-09-11T00:00:00.000+04:00,0
4551,12.59,2003-09-11T00:00:00.000+04:00,0
4552,12.3,2003-09-11T00:00:00.000+04:00,0
4553,12.05,2003-09-11T00:00:00.000+04:00,0
4554,11.87,2003-09-11T00:00:00.000+04:00,0
4274,13.14,2003-09-11T00:00:00.000+04:00,0
4555,12.69,2003-09-11T00:00:00.000+04:00,0
4556,13.33,2003-09-11T00:00:00.000+04:00,0
4535,14.51,2003-09-11T00:00:00.000+04:00,0
4816,14.86,2003-09-11T00:00:00.000+04:00,0
4817,14.31,2003-09-11T00:00:00.000+04:00,0
4818,14.29,2003-09-11T00:00:00.000+04:00,0
4819,14.52,2003-09-11T00:00:00.000+04:00,0
4820,14.53,2003-09-11T00:00:00.000+04:00,0
4821,14.43,2003-09-11T00:00:00.000+04:00,0
4822,14.3,2003-09-11T00:00:00.000+04:00,0
4823,14.01,2003-09-11T00:00:00.000+04:00,0
4824,13.38,2003-09-11T00:00:00.000+04:00,0
4825,13.17,2003-09-11T00:00:00.000+04:00,0
4826,13.01,2003-09-11T00:00:00.000+04:00,0
4827,13.09,2003-09-11T00:00:00.000+04:00,0
4828,13.07,2003-09-11T00:00:00.000+04:00,0
4829,13.13,2003-09-11T00:00:00.000+04:00,0
4830,13.22,2003-09-11T00:00:00.000+04:00,0
4831,12.95,2003-09-11T00:00:00.000+04:00,0
4832,12.53,2003-09-11T00:00:00.000+04:00,0
4833,12.17,2003-09-11T00:00:00.000+04:00,0
4834,12.02,2003-09-11T00:00:00.000+04:00,0
4835,11.93,2003-09-11T00:00:00.000+04:00,0
4836,11.85,2003-09-11T00:00:00.000+04:00,0
4837,12.25,2003-09-11T00:00:00.000+04:00,0
4838,13.32,2003-09-11T00:00:00.000+04:00,0
4839,13.39,2003-09-11T00:00:00.000+04:00,0
4815,14.99,2003-09-11T00:00:00.000+04:00,0
5097,14.82,2003-09-11T00:00:00.000+04:00,0
5098,14.6,2003-09-11T00:00:00.000+04:00,0
5099,13.97,2003-09-11T00:00:00.000+04:00,0
5100,13.8,2003-09-11T00:00:00.000+04:00,0
5101,13.94,2003-09-11T00:00:00.000+04:00,0
5102,14.34,2003-09-11T00:00:00.000+04:00,0
5103,14.46,2003-09-11T00:00:00.000+04:00,0
5104,14.02,2003-09-11T00:00:00.000+04:00,0
5105,13.7,2003-09-11T00:00:00.000+04:00,0
5106,13.14,2003-09-11T00:00:00.000+04:00,0
5107,12.94,2003-09-11T00:00:00.000+04:00,0
5108,12.94,2003-09-11T00:00:00.000+04:00,0
5109,12.91,2003-09-11T00:00:00.000+04:00,0
5110,12.96,2003-09-11T00:00:00.000+04:00,0
5111,13.1,2003-09-11T00:00:00.000+04:00,0
5112,12.73,2003-09-11T00:00:00.000+04:00,0
5113,12.67,2003-09-11T00:00:00.000+04:00,0
5114,12.24,2003-09-11T00:00:00.000+04:00,0
5115,12.1,2003-09-11T00:00:00.000+04:00,0
5116,12,2003-09-11T00:00:00.000+04:00,0
5117,11.72,2003-09-11T00:00:00.000+04:00,0
5118,11.98,2003-09-11T00:00:00.000+04:00,0
5119,12.06,2003-09-11T00:00:00.000+04:00,0
5120,12.45,2003-09-11T00:00:00.000+04:00,0
4840,13.17,2003-09-11T00:00:00.000+04:00,0
5121,12.9,2003-09-11T00:00:00.000+04:00,0
5122,13.26,2003-09-11T00:00:00.000+04:00,0
5373,15.18,2003-09-11T00:00:00.000+04:00,0
5096,15.37,2003-09-11T00:00:00.000+04:00,0
5378,15.31,2003-09-11T00:00:00.000+04:00,0
5379,14.51,2003-09-11T00:00:00.000+04:00,0
5380,13.72,2003-09-11T00:00:00.000+04:00,0
5381,13.6,2003-09-11T00:00:00.000+04:00,0
5382,13.35,2003-09-11T00:00:00.000+04:00,0
5383,13.56,2003-09-11T00:00:00.000+04:00,0
5384,14.06,2003-09-11T00:00:00.000+04:00,0
5385,14.02,2003-09-11T00:00:00.000+04:00,0
5386,13.41,2003-09-11T00:00:00.000+04:00,0
5387,13.3,2003-09-11T00:00:00.000+04:00,0
5388,13.02,2003-09-11T00:00:00.000+04:00,0
5389,12.96,2003-09-11T00:00:00.000+04:00,0
5390,13.07,2003-09-11T00:00:00.000+04:00,0
5391,12.98,2003-09-11T00:00:00.000+04:00,0
5392,12.81,2003-09-11T00:00:00.000+04:00,0
5393,12.74,2003-09-11T00:00:00.000+04:00,0
5394,12.91,2003-09-11T00:00:00.000+04:00,0
5395,13.28,2003-09-11T00:00:00.000+04:00,0
5396,12.36,2003-09-11T00:00:00.000+04:00,0
5397,12.15,2003-09-11T00:00:00.000+04:00,0
5398,11.81,2003-09-11T00:00:00.000+04:00,0
5399,11.46,2003-09-11T00:00:00.000+04:00,0
5400,11.68,2003-09-11T00:00:00.000+04:00,0
5401,12.34,2003-09-11T00:00:00.000+04:00,0
5402,12.38,2003-09-11T00:00:00.000+04:00,0
5403,13.01,2003-09-11T00:00:00.000+04:00,0
5404,13.39,2003-09-11T00:00:00.000+04:00,0
5650,16,2003-09-11T00:00:00.000+04:00,0
5651,15.94,2003-09-11T00:00:00.000+04:00,0
5652,15.47,2003-09-11T00:00:00.000+04:00,0
5372,15.43,2003-09-11T00:00:00.000+04:00,0
5653,15.42,2003-09-11T00:00:00.000+04:00,0
5654,14.99,2003-09-11T00:00:00.000+04:00,0
5374,14.8,2003-09-11T00:00:00.000+04:00,0
5655,14.86,2003-09-11T00:00:00.000+04:00,0
5656,15.26,2003-09-11T00:00:00.000+04:00,0
5657,14.99,2003-09-11T00:00:00.000+04:00,0
5377,15.3,2003-09-11T00:00:00.000+04:00,0
5658,14.59,2003-09-11T00:00:00.000+04:00,0
5659,14.6,2003-09-11T00:00:00.000+04:00,0
5660,14.54,2003-09-11T00:00:00.000+04:00,0
5661,13.83,2003-09-11T00:00:00.000+04:00,0
5662,13.42,2003-09-11T00:00:00.000+04:00,0
5663,13.23,2003-09-11T00:00:00.000+04:00,0
5664,13.07,2003-09-11T00:00:00.000+04:00,0
5665,13.06,2003-09-11T00:00:00.000+04:00,0
5666,13.27,2003-09-11T00:00:00.000+04:00,0
5667,13.47,2003-09-11T00:00:00.000+04:00,0
5668,13.4,2003-09-11T00:00:00.000+04:00,0
5669,13.19,2003-09-11T00:00:00.000+04:00,0
5670,13.33,2003-09-11T00:00:00.000+04:00,0
5671,13.16,2003-09-11T00:00:00.000+04:00,0
5672,13.21,2003-09-11T00:00:00.000+04:00,0
5673,13.15,2003-09-11T00:00:00.000+04:00,0
5674,13.03,2003-09-11T00:00:00.000+04:00,0
5675,12.64,2003-09-11T00:00:00.000+04:00,0
5676,12.89,2003-09-11T00:00:00.000+04:00,0
5677,12.9,2003-09-11T00:00:00.000+04:00,0
5678,12.83,2003-09-11T00:00:00.000+04:00,0
5679,12.19,2003-09-11T00:00:00.000+04:00,0
5680,11.83,2003-09-11T00:00:00.000+04:00,0
5681,11.34,2003-09-11T00:00:00.000+04:00,0
5682,12.35,2003-09-11T00:00:00.000+04:00,0
5683,12.61,2003-09-11T00:00:00.000+04:00,0
5684,12.21,2003-09-11T00:00:00.000+04:00,0
5685,12.71,2003-09-11T00:00:00.000+04:00,0
5686,13.12,2003-09-11T00:00:00.000+04:00,0
5687,13.26,2003-09-11T00:00:00.000+04:00,0
5688,13.04,2003-09-11T00:00:00.000+04:00,0
5689,12.91,2003-09-11T00:00:00.000+04:00,0
5929,15.79,2003-09-11T00:00:00.000+04:00,0
5649,15.81,2003-09-11T00:00:00.000+04:00,0
5930,15.25,2003-09-11T00:00:00.000+04:00,0
5931,15.19,2003-09-11T00:00:00.000+04:00,0
5932,14.66,2003-09-11T00:00:00.000+04:00,0
5933,14.43,2003-09-11T00:00:00.000+04:00,0
5934,14.28,2003-09-11T00:00:00.000+04:00,0
5935,14.62,2003-09-11T00:00:00.000+04:00,0
5936,14.52,2003-09-11T00:00:00.000+04:00,0
5937,14.43,2003-09-11T00:00:00.000+04:00,0
5938,14.17,2003-09-11T00:00:00.000+04:00,0
5939,14.49,2003-09-11T00:00:00.000+04:00,0
5940,14.44,2003-09-11T00:00:00.000+04:00,0
5941,14.35,2003-09-11T00:00:00.000+04:00,0
5942,13.89,2003-09-11T00:00:00.000+04:00,0
5943,13.26,2003-09-11T00:00:00.000+04:00,0
5944,13.05,2003-09-11T00:00:00.000+04:00,0
5945,12.99,2003-09-11T00:00:00.000+04:00,0
5946,13.03,2003-09-11T00:00:00.000+04:00,0
5947,12.84,2003-09-11T00:00:00.000+04:00,0
5948,12.85,2003-09-11T00:00:00.000+04:00,0
5949,13.01,2003-09-11T00:00:00.000+04:00,0
5950,13.1,2003-09-11T00:00:00.000+04:00,0
5951,13.21,2003-09-11T00:00:00.000+04:00,0
5952,13.22,2003-09-11T00:00:00.000+04:00,0
5953,13.41,2003-09-11T00:00:00.000+04:00,0
5954,13.13,2003-09-11T00:00:00.000+04:00,0
5955,13.12,2003-09-11T00:00:00.000+04:00,0
5956,13.01,2003-09-11T00:00:00.000+04:00,0
5957,12.88,2003-09-11T00:00:00.000+04:00,0
5958,12.81,2003-09-11T00:00:00.000+04:00,0
5959,12.49,2003-09-11T00:00:00.000+04:00,0
5960,12.32,2003-09-11T00:00:00.000+04:00,0
5961,12.17,2003-09-11T00:00:00.000+04:00,0
5962,11.71,2003-09-11T00:00:00.000+04:00,0
5963,11.56,2003-09-11T00:00:00.000+04:00,0
5964,12.54,2003-09-11T00:00:00.000+04:00,0
5965,12.25,2003-09-11T00:00:00.000+04:00,0
5966,12.08,2003-09-11T00:00:00.000+04:00,0
5967,12.33,2003-09-11T00:00:00.000+04:00,0
5968,12.73,2003-09-11T00:00:00.000+04:00,0
5969,13.14,2003-09-11T00:00:00.000+04:00,0
5970,12.9,2003-09-11T00:00:00.000+04:00,0
5690,12.89,2003-09-11T00:00:00.000+04:00,0
5971,12.83,2003-09-11T00:00:00.000+04:00,0
5972,12.77,2003-09-11T00:00:00.000+04:00,0
5928,15.52,2003-09-11T00:00:00.000+04:00,0
6210,14.43,2003-09-11T00:00:00.000+04:00,0
6211,14.8,2003-09-11T00:00:00.000+04:00,0
6212,14.64,2003-09-11T00:00:00.000+04:00,0
6213,14.31,2003-09-11T00:00:00.000+04:00,0
6214,13.56,2003-09-11T00:00:00.000+04:00,0
6215,12.91,2003-09-11T00:00:00.000+04:00,0
6216,13.34,2003-09-11T00:00:00.000+04:00,0
6217,13.7,2003-09-11T00:00:00.000+04:00,0
6218,13.69,2003-09-11T00:00:00.000+04:00,0
6219,13.9,2003-09-11T00:00:00.000+04:00,0
6220,13.88,2003-09-11T00:00:00.000+04:00,0
6221,14.05,2003-09-11T00:00:00.000+04:00,0
6222,14.19,2003-09-11T00:00:00.000+04:00,0
6223,13.74,2003-09-11T00:00:00.000+04:00,0
6224,13.31,2003-09-11T00:00:00.000+04:00,0
6225,12.99,2003-09-11T00:00:00.000+04:00,0
6226,12.89,2003-09-11T00:00:00.000+04:00,0
6227,12.73,2003-09-11T00:00:00.000+04:00,0
6228,12.71,2003-09-11T00:00:00.000+04:00,0
6229,12.92,2003-09-11T00:00:00.000+04:00,0
6230,12.84,2003-09-11T00:00:00.000+04:00,0
6231,12.74,2003-09-11T00:00:00.000+04:00,0
6232,13.05,2003-09-11T00:00:00.000+04:00,0
6233,13.27,2003-09-11T00:00:00.000+04:00,0
6234,13.29,2003-09-11T00:00:00.000+04:00,0
6235,13.28,2003-09-11T00:00:00.000+04:00,0
6236,13.01,2003-09-11T00:00:00.000+04:00,0
6237,13.13,2003-09-11T00:00:00.000+04:00,0
6238,12.85,2003-09-11T00:00:00.000+04:00,0
6239,12.98,2003-09-11T00:00:00.000+04:00,0
6240,12.8,2003-09-11T00:00:00.000+04:00,0
6241,12.42,2003-09-11T00:00:00.000+04:00,0
6242,12.16,2003-09-11T00:00:00.000+04:00,0
6243,12.02,2003-09-11T00:00:00.000+04:00,0
6244,11.62,2003-09-11T00:00:00.000+04:00,0
6245,11.19,2003-09-11T00:00:00.000+04:00,0
6246,12.23,2003-09-11T00:00:00.000+04:00,0
6247,12.21,2003-09-11T00:00:00.000+04:00,0
6248,11.95,2003-09-11T00:00:00.000+04:00,0
6249,11.98,2003-09-11T00:00:00.000+04:00,0
6250,12.26,2003-09-11T00:00:00.000+04:00,0
6251,12.88,2003-09-11T00:00:00.000+04:00,0
6252,12.82,2003-09-11T00:00:00.000+04:00,0
6253,12.73,2003-09-11T00:00:00.000+04:00,0
5973,12.73,2003-09-11T00:00:00.000+04:00,0
6254,12.63,2003-09-11T00:00:00.000+04:00,0
6255,12.66,2003-09-11T00:00:00.000+04:00,0
6209,14.26,2003-09-11T00:00:00.000+04:00,0
6491,14.03,2003-09-11T00:00:00.000+04:00,0
6492,14.04,2003-09-11T00:00:00.000+04:00,0
6493,14.17,2003-09-11T00:00:00.000+04:00,0
6494,14.33,2003-09-11T00:00:00.000+04:00,0
6495,14.21,2003-09-11T00:00:00.000+04:00,0
6496,13.62,2003-09-11T00:00:00.000+04:00,0
6497,13.28,2003-09-11T00:00:00.000+04:00,0
6498,13.51,2003-09-11T00:00:00.000+04:00,0
6499,13.22,2003-09-11T00:00:00.000+04:00,0
6500,13.23,2003-09-11T00:00:00.000+04:00,0
6501,13.42,2003-09-11T00:00:00.000+04:00,0
6502,13.26,2003-09-11T00:00:00.000+04:00,0
6503,13.28,2003-09-11T00:00:00.000+04:00,0
6504,13.27,2003-09-11T00:00:00.000+04:00,0
6505,13.14,2003-09-11T00:00:00.000+04:00,0
6506,13.07,2003-09-11T00:00:00.000+04:00,0
6507,12.96,2003-09-11T00:00:00.000+04:00,0
6508,12.81,2003-09-11T00:00:00.000+04:00,0
6509,12.7,2003-09-11T00:00:00.000+04:00,0
6510,12.55,2003-09-11T00:00:00.000+04:00,0
6511,12.67,2003-09-11T00:00:00.000+04:00,0
6512,12.76,2003-09-11T00:00:00.000+04:00,0
6513,12.87,2003-09-11T00:00:00.000+04:00,0
6514,12.95,2003-09-11T00:00:00.000+04:00,0
6515,12.93,2003-09-11T00:00:00.000+04:00,0
6516,13.07,2003-09-11T00:00:00.000+04:00,0
6517,12.97,2003-09-11T00:00:00.000+04:00,0
6518,12.92,2003-09-11T00:00:00.000+04:00,0
6519,13.2,2003-09-11T00:00:00.000+04:00,0
6520,13.06,2003-09-11T00:00:00.000+04:00,0
6521,12.98,2003-09-11T00:00:00.000+04:00,0
6522,12.52,2003-09-11T00:00:00.000+04:00,0
